event_hour,product_id,total_events,unique_users,type,date,week
2023-06-01 21:00:00,P013,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 21:00:00,P010,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-01 21:00:00,P009,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-01 21:00:00,P006,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 21:00:00,P005,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 21:00:00,P004,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P030,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P028,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P026,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P025,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P017,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P009,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P006,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P005,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P003,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P001,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 22:00:00,P012,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P016,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P021,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P020,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P019,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P013,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P010,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P007,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P006,3.0,3.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P005,1.0,1.0,actual,2023-06-01,2023-W22
2023-06-01 23:00:00,P004,2.0,2.0,actual,2023-06-01,2023-W22
2023-06-02 00:00:00,P026,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P024,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P021,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P030,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 00:00:00,P020,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P028,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P004,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P005,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P012,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P013,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P017,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P019,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P024,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 01:00:00,P030,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P024,3.0,3.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P025,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P027,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P029,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P021,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P016,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P017,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P012,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 02:00:00,P003,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P030,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P024,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P021,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P018,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P017,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P016,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P013,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P012,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P011,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P010,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P008,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P015,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P020,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P030,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P028,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P021,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P013,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 04:00:00,P011,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P030,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P019,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P009,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P017,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P002,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P008,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P020,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P029,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P024,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P022,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P018,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P016,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P014,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P010,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P006,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P021,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P014,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P013,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P027,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P007,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P009,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P030,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P025,3.0,3.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P024,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P022,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P016,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P009,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P017,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P029,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P027,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P015,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P011,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P013,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P028,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P022,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P019,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P013,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P012,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P005,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P002,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P027,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P028,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P025,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P022,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P012,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P029,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P017,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P014,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P013,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P007,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P002,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P018,4.0,4.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P027,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P024,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P022,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P021,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P016,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P015,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P011,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P009,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P008,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P004,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P001,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P030,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P018,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P011,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P006,2.0,2.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P005,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P003,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P002,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P010,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P023,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P027,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P026,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P030,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P018,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P014,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P006,1.0,1.0,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P004,2.0,2.0,actual,2023-06-02,2023-W22
