event_hour,product_id,sales,type,date,week
2023-06-02 02:00:00,P016,0.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P010,0.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P011,0.0,actual,2023-06-02,2023-W22
2023-06-02 03:00:00,P017,2561.65,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P009,2631.23,actual,2023-06-02,2023-W22
2023-06-02 05:00:00,P019,2611.08,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P010,229.86,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P018,1214.68,actual,2023-06-02,2023-W22
2023-06-02 06:00:00,P023,2266.0,actual,2023-06-02,2023-W22
2023-06-02 07:00:00,P013,1763.65,actual,2023-06-02,2023-W22
2023-06-02 08:00:00,P022,0.0,actual,2023-06-02,2023-W22
2023-06-02 09:00:00,P029,0.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P013,0.0,actual,2023-06-02,2023-W22
2023-06-02 10:00:00,P022,0.0,actual,2023-06-02,2023-W22
2023-06-02 11:00:00,P022,0.0,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P003,588.95,actual,2023-06-02,2023-W22
2023-06-02 12:00:00,P013,715.52,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P004,0.0,actual,2023-06-02,2023-W22
2023-06-02 13:00:00,P008,1826.62,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P010,0.0,actual,2023-06-02,2023-W22
2023-06-02 14:00:00,P011,1766.85,actual,2023-06-02,2023-W22
2023-06-02 15:00:00,P030,0.0,actual,2023-06-02,2023-W22
2023-06-02 16:00:00,P005,2021.23,actual,2023-06-02,2023-W22
2023-06-02 16:00:00,P030,2320.72,actual,2023-06-02,2023-W22
2023-06-02 17:00:00,P001,2327.37,actual,2023-06-02,2023-W22
2023-06-02 17:00:00,P010,0.0,actual,2023-06-02,2023-W22
2023-06-02 17:00:00,P021,0.0,actual,2023-06-02,2023-W22
2023-06-02 18:00:00,P003,0.0,actual,2023-06-02,2023-W22
2023-06-02 19:00:00,P001,0.0,actual,2023-06-02,2023-W22
2023-06-02 19:00:00,P026,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P005,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P006,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P009,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P010,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P013,0.0,actual,2023-06-02,2023-W22
2023-06-02 20:00:00,P021,0.0,actual,2023-06-02,2023-W22
2023-06-02 22:00:00,P007,0.0,actual,2023-06-02,2023-W22
2023-06-02 22:00:00,P008,1312.67,actual,2023-06-02,2023-W22
2023-06-02 23:00:00,P024,2731.71,actual,2023-06-02,2023-W22
2023-06-02 23:00:00,P027,0.0,actual,2023-06-02,2023-W22
2023-06-03 00:00:00,P007,0.0,actual,2023-06-03,2023-W22
2023-06-03 00:00:00,P024,939.67,actual,2023-06-03,2023-W22
2023-06-03 01:00:00,P025,0.0,actual,2023-06-03,2023-W22
2023-06-03 02:00:00,P004,150.67,actual,2023-06-03,2023-W22
2023-06-03 03:00:00,P009,0.0,actual,2023-06-03,2023-W22
2023-06-03 03:00:00,P016,810.87,actual,2023-06-03,2023-W22
2023-06-03 03:00:00,P018,0.0,actual,2023-06-03,2023-W22
2023-06-03 03:00:00,P022,0.0,actual,2023-06-03,2023-W22
2023-06-03 03:00:00,P024,0.0,actual,2023-06-03,2023-W22
2023-06-03 04:00:00,P010,0.0,actual,2023-06-03,2023-W22
2023-06-03 04:00:00,P012,326.69,actual,2023-06-03,2023-W22
2023-06-03 04:00:00,P016,987.46,actual,2023-06-03,2023-W22
2023-06-03 04:00:00,P017,1207.6,actual,2023-06-03,2023-W22
2023-06-03 05:00:00,P007,0.0,actual,2023-06-03,2023-W22
2023-06-03 05:00:00,P021,200.64,actual,2023-06-03,2023-W22
2023-06-03 05:00:00,P024,1913.72,actual,2023-06-03,2023-W22
2023-06-03 05:00:00,P027,2394.98,actual,2023-06-03,2023-W22
2023-06-03 05:00:00,P030,0.0,actual,2023-06-03,2023-W22
2023-06-03 06:00:00,P017,0.0,actual,2023-06-03,2023-W22
2023-06-03 06:00:00,P025,348.03,actual,2023-06-03,2023-W22
2023-06-03 06:00:00,P026,0.0,actual,2023-06-03,2023-W22
2023-06-03 07:00:00,P015,905.4,actual,2023-06-03,2023-W22
2023-06-03 07:00:00,P019,2773.79,actual,2023-06-03,2023-W22
2023-06-03 07:00:00,P025,2821.12,actual,2023-06-03,2023-W22
2023-06-03 08:00:00,P017,0.0,actual,2023-06-03,2023-W22
2023-06-03 09:00:00,P003,0.0,actual,2023-06-03,2023-W22
2023-06-03 09:00:00,P007,0.0,actual,2023-06-03,2023-W22
2023-06-03 09:00:00,P008,0.0,actual,2023-06-03,2023-W22
2023-06-03 10:00:00,P001,632.71,actual,2023-06-03,2023-W22
2023-06-03 10:00:00,P021,0.0,actual,2023-06-03,2023-W22
2023-06-03 10:00:00,P028,1472.06,actual,2023-06-03,2023-W22
2023-06-03 11:00:00,P010,2775.84,actual,2023-06-03,2023-W22
2023-06-03 13:00:00,P015,0.0,actual,2023-06-03,2023-W22
2023-06-03 13:00:00,P016,0.0,actual,2023-06-03,2023-W22
2023-06-03 14:00:00,P008,1279.39,actual,2023-06-03,2023-W22
2023-06-03 15:00:00,P002,2811.96,actual,2023-06-03,2023-W22
2023-06-03 15:00:00,P012,0.0,actual,2023-06-03,2023-W22
2023-06-03 16:00:00,P022,656.72,actual,2023-06-03,2023-W22
2023-06-03 16:00:00,P030,2361.96,actual,2023-06-03,2023-W22
2023-06-03 17:00:00,P013,0.0,actual,2023-06-03,2023-W22
2023-06-03 17:00:00,P026,0.0,actual,2023-06-03,2023-W22
2023-06-03 18:00:00,P007,0.0,actual,2023-06-03,2023-W22
2023-06-03 19:00:00,P004,0.0,actual,2023-06-03,2023-W22
2023-06-03 19:00:00,P013,2196.49,actual,2023-06-03,2023-W22
2023-06-03 19:00:00,P016,2844.49,actual,2023-06-03,2023-W22
2023-06-03 21:00:00,P016,2025.29,actual,2023-06-03,2023-W22
2023-06-03 21:00:00,P026,0.0,actual,2023-06-03,2023-W22
2023-06-03 21:00:00,P029,1891.32,actual,2023-06-03,2023-W22
2023-06-03 22:00:00,P007,0.0,actual,2023-06-03,2023-W22
2023-06-03 23:00:00,P015,0.0,actual,2023-06-03,2023-W22
2023-06-03 23:00:00,P018,0.0,actual,2023-06-03,2023-W22
2023-06-03 23:00:00,P027,1105.04,actual,2023-06-03,2023-W22
2023-06-04 01:00:00,P010,0.0,actual,2023-06-04,2023-W22
2023-06-04 01:00:00,P015,1204.39,actual,2023-06-04,2023-W22
2023-06-04 02:00:00,P010,948.41,actual,2023-06-04,2023-W22
2023-06-04 02:00:00,P017,0.0,actual,2023-06-04,2023-W22
2023-06-04 02:00:00,P025,2387.37,actual,2023-06-04,2023-W22
2023-06-04 03:00:00,P006,2876.98,actual,2023-06-04,2023-W22
2023-06-04 03:00:00,P011,188.77,actual,2023-06-04,2023-W22
2023-06-04 03:00:00,P023,0.0,actual,2023-06-04,2023-W22
2023-06-04 04:00:00,P010,330.57,actual,2023-06-04,2023-W22
2023-06-04 04:00:00,P018,0.0,actual,2023-06-04,2023-W22
2023-06-04 04:00:00,P023,0.0,actual,2023-06-04,2023-W22
2023-06-04 05:00:00,P002,2643.34,actual,2023-06-04,2023-W22
2023-06-04 05:00:00,P019,1859.75,actual,2023-06-04,2023-W22
2023-06-04 05:00:00,P021,0.0,actual,2023-06-04,2023-W22
2023-06-04 06:00:00,P021,0.0,actual,2023-06-04,2023-W22
2023-06-04 06:00:00,P024,876.93,actual,2023-06-04,2023-W22
2023-06-04 07:00:00,P029,705.22,actual,2023-06-04,2023-W22
2023-06-04 08:00:00,P006,0.0,actual,2023-06-04,2023-W22
2023-06-04 08:00:00,P027,0.0,actual,2023-06-04,2023-W22
2023-06-04 09:00:00,P014,1737.31,actual,2023-06-04,2023-W22
2023-06-04 11:00:00,P022,2149.41,actual,2023-06-04,2023-W22
2023-06-04 12:00:00,P011,0.0,actual,2023-06-04,2023-W22
2023-06-04 12:00:00,P017,0.0,actual,2023-06-04,2023-W22
2023-06-04 12:00:00,P030,1162.42,actual,2023-06-04,2023-W22
2023-06-04 14:00:00,P009,2223.09,actual,2023-06-04,2023-W22
2023-06-04 14:00:00,P015,1687.7,actual,2023-06-04,2023-W22
2023-06-04 16:00:00,P012,0.0,actual,2023-06-04,2023-W22
2023-06-04 16:00:00,P015,2928.35,actual,2023-06-04,2023-W22
2023-06-04 16:00:00,P022,0.0,actual,2023-06-04,2023-W22
2023-06-04 16:00:00,P029,0.0,actual,2023-06-04,2023-W22
2023-06-04 16:00:00,P030,0.0,actual,2023-06-04,2023-W22
2023-06-04 17:00:00,P007,2749.51,actual,2023-06-04,2023-W22
2023-06-04 18:00:00,P004,0.0,actual,2023-06-04,2023-W22
2023-06-04 19:00:00,P021,0.0,actual,2023-06-04,2023-W22
2023-06-04 20:00:00,P007,1204.46,actual,2023-06-04,2023-W22
2023-06-04 21:00:00,P017,2935.34,actual,2023-06-04,2023-W22
2023-06-04 21:00:00,P025,594.83,actual,2023-06-04,2023-W22
2023-06-04 22:00:00,P018,0.0,actual,2023-06-04,2023-W22
2023-06-04 22:00:00,P022,0.0,actual,2023-06-04,2023-W22
2023-06-04 22:00:00,P028,0.0,actual,2023-06-04,2023-W22
2023-06-04 23:00:00,P004,0.0,actual,2023-06-04,2023-W22
2023-06-04 23:00:00,P010,0.0,actual,2023-06-04,2023-W22
2023-06-04 23:00:00,P011,808.5,actual,2023-06-04,2023-W22
2023-06-05 01:00:00,P017,1613.16,actual,2023-06-05,2023-W23
2023-06-05 02:00:00,P004,1497.62,actual,2023-06-05,2023-W23
2023-06-05 03:00:00,P002,1388.02,actual,2023-06-05,2023-W23
2023-06-05 03:00:00,P003,2683.28,actual,2023-06-05,2023-W23
2023-06-05 03:00:00,P015,0.0,actual,2023-06-05,2023-W23
2023-06-05 04:00:00,P001,0.0,actual,2023-06-05,2023-W23
2023-06-05 04:00:00,P009,0.0,actual,2023-06-05,2023-W23
2023-06-05 05:00:00,P008,0.0,actual,2023-06-05,2023-W23
2023-06-05 06:00:00,P003,2540.19,actual,2023-06-05,2023-W23
2023-06-05 06:00:00,P025,2718.3,actual,2023-06-05,2023-W23
2023-06-05 07:00:00,P025,0.0,actual,2023-06-05,2023-W23
2023-06-05 08:00:00,P005,0.0,actual,2023-06-05,2023-W23
2023-06-05 08:00:00,P026,2278.08,actual,2023-06-05,2023-W23
2023-06-05 09:00:00,P028,0.0,actual,2023-06-05,2023-W23
2023-06-05 10:00:00,P006,0.0,actual,2023-06-05,2023-W23
2023-06-05 10:00:00,P007,2509.06,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P010,1952.09,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P020,0.0,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P021,338.4,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P024,0.0,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P025,0.0,actual,2023-06-05,2023-W23
2023-06-05 11:00:00,P030,0.0,actual,2023-06-05,2023-W23
2023-06-05 12:00:00,P011,349.99,actual,2023-06-05,2023-W23
2023-06-05 13:00:00,P009,0.0,actual,2023-06-05,2023-W23
2023-06-05 13:00:00,P022,0.0,actual,2023-06-05,2023-W23
2023-06-05 13:00:00,P030,1105.33,actual,2023-06-05,2023-W23
2023-06-05 15:00:00,P005,2035.15,actual,2023-06-05,2023-W23
2023-06-05 15:00:00,P024,1033.82,actual,2023-06-05,2023-W23
2023-06-05 19:00:00,P023,0.0,actual,2023-06-05,2023-W23
2023-06-05 20:00:00,P001,345.62,actual,2023-06-05,2023-W23
2023-06-05 20:00:00,P021,531.23,actual,2023-06-05,2023-W23
2023-06-05 20:00:00,P025,0.0,actual,2023-06-05,2023-W23
2023-06-05 21:00:00,P008,0.0,actual,2023-06-05,2023-W23
2023-06-05 21:00:00,P009,2952.07,actual,2023-06-05,2023-W23
2023-06-05 21:00:00,P030,0.0,actual,2023-06-05,2023-W23
2023-06-05 22:00:00,P005,0.0,actual,2023-06-05,2023-W23
2023-06-05 23:00:00,P026,615.95,actual,2023-06-05,2023-W23
2023-06-06 00:00:00,P004,0.0,actual,2023-06-06,2023-W23
2023-06-06 00:00:00,P012,899.1,actual,2023-06-06,2023-W23
2023-06-06 00:00:00,P021,0.0,actual,2023-06-06,2023-W23
2023-06-06 01:00:00,P018,315.52,actual,2023-06-06,2023-W23
2023-06-06 01:00:00,P024,0.0,actual,2023-06-06,2023-W23
2023-06-06 02:00:00,P007,0.0,actual,2023-06-06,2023-W23
2023-06-06 02:00:00,P030,0.0,actual,2023-06-06,2023-W23
2023-06-06 03:00:00,P011,2356.84,actual,2023-06-06,2023-W23
2023-06-06 03:00:00,P027,2031.44,actual,2023-06-06,2023-W23
2023-06-06 04:00:00,P012,867.43,actual,2023-06-06,2023-W23
2023-06-06 05:00:00,P002,0.0,actual,2023-06-06,2023-W23
2023-06-06 05:00:00,P010,0.0,actual,2023-06-06,2023-W23
2023-06-06 05:00:00,P011,0.0,actual,2023-06-06,2023-W23
2023-06-06 05:00:00,P014,2809.84,actual,2023-06-06,2023-W23
2023-06-06 05:00:00,P020,0.0,actual,2023-06-06,2023-W23
2023-06-06 07:00:00,P019,1139.19,actual,2023-06-06,2023-W23
2023-06-06 07:00:00,P022,0.0,actual,2023-06-06,2023-W23
2023-06-06 08:00:00,P006,2875.06,actual,2023-06-06,2023-W23
2023-06-06 08:00:00,P016,2931.22,actual,2023-06-06,2023-W23
2023-06-06 08:00:00,P024,0.0,actual,2023-06-06,2023-W23
2023-06-06 09:00:00,P004,2395.71,actual,2023-06-06,2023-W23
2023-06-06 09:00:00,P016,0.0,actual,2023-06-06,2023-W23
2023-06-06 09:00:00,P027,1223.77,actual,2023-06-06,2023-W23
2023-06-06 10:00:00,P020,352.05,actual,2023-06-06,2023-W23
2023-06-06 10:00:00,P028,0.0,actual,2023-06-06,2023-W23
2023-06-06 11:00:00,P012,2006.3,actual,2023-06-06,2023-W23
2023-06-06 12:00:00,P005,934.18,actual,2023-06-06,2023-W23
2023-06-06 13:00:00,P013,0.0,actual,2023-06-06,2023-W23
2023-06-06 14:00:00,P003,772.44,actual,2023-06-06,2023-W23
2023-06-06 14:00:00,P004,2808.33,actual,2023-06-06,2023-W23
2023-06-06 14:00:00,P015,0.0,actual,2023-06-06,2023-W23
2023-06-06 15:00:00,P020,239.81,actual,2023-06-06,2023-W23
2023-06-06 16:00:00,P006,0.0,actual,2023-06-06,2023-W23
2023-06-06 16:00:00,P020,0.0,actual,2023-06-06,2023-W23
2023-06-06 16:00:00,P025,354.47,actual,2023-06-06,2023-W23
2023-06-06 17:00:00,P020,1446.76,actual,2023-06-06,2023-W23
2023-06-06 17:00:00,P028,125.36,actual,2023-06-06,2023-W23
2023-06-06 18:00:00,P009,0.0,actual,2023-06-06,2023-W23
2023-06-06 19:00:00,P006,1163.84,actual,2023-06-06,2023-W23
2023-06-06 19:00:00,P009,0.0,actual,2023-06-06,2023-W23
2023-06-06 19:00:00,P025,2271.79,actual,2023-06-06,2023-W23
2023-06-05 21:00:00,P001,51.0,forecast,2023-06-05,2023-W23
2023-06-05 22:00:00,P001,50.0,forecast,2023-06-05,2023-W23
2023-06-05 23:00:00,P001,49.0,forecast,2023-06-05,2023-W23
2023-06-06 00:00:00,P001,49.0,forecast,2023-06-06,2023-W23
2023-06-06 01:00:00,P001,48.0,forecast,2023-06-06,2023-W23
2023-06-06 02:00:00,P001,47.0,forecast,2023-06-06,2023-W23
2023-06-06 03:00:00,P001,47.0,forecast,2023-06-06,2023-W23
2023-06-06 04:00:00,P001,46.0,forecast,2023-06-06,2023-W23
2023-06-06 05:00:00,P001,46.0,forecast,2023-06-06,2023-W23
2023-06-06 06:00:00,P001,45.0,forecast,2023-06-06,2023-W23
2023-06-06 07:00:00,P001,45.0,forecast,2023-06-06,2023-W23
2023-06-06 08:00:00,P001,44.0,forecast,2023-06-06,2023-W23
2023-06-06 09:00:00,P001,44.0,forecast,2023-06-06,2023-W23
2023-06-06 10:00:00,P001,43.0,forecast,2023-06-06,2023-W23
2023-06-06 11:00:00,P001,43.0,forecast,2023-06-06,2023-W23
2023-06-06 12:00:00,P001,42.0,forecast,2023-06-06,2023-W23
2023-06-06 13:00:00,P001,42.0,forecast,2023-06-06,2023-W23
2023-06-06 14:00:00,P001,42.0,forecast,2023-06-06,2023-W23
2023-06-06 15:00:00,P001,41.0,forecast,2023-06-06,2023-W23
2023-06-06 16:00:00,P001,41.0,forecast,2023-06-06,2023-W23
2023-06-06 17:00:00,P001,41.0,forecast,2023-06-06,2023-W23
2023-06-06 18:00:00,P001,40.0,forecast,2023-06-06,2023-W23
2023-06-06 19:00:00,P001,40.0,forecast,2023-06-06,2023-W23
2023-06-06 20:00:00,P001,40.0,forecast,2023-06-06,2023-W23
2023-06-06 21:00:00,P001,40.0,forecast,2023-06-06,2023-W23
2023-06-06 22:00:00,P001,39.0,forecast,2023-06-06,2023-W23
2023-06-06 23:00:00,P001,39.0,forecast,2023-06-06,2023-W23
2023-06-07 00:00:00,P001,39.0,forecast,2023-06-07,2023-W23
2023-06-07 01:00:00,P001,39.0,forecast,2023-06-07,2023-W23
2023-06-07 02:00:00,P001,38.0,forecast,2023-06-07,2023-W23
2023-06-07 03:00:00,P001,38.0,forecast,2023-06-07,2023-W23
2023-06-07 04:00:00,P001,38.0,forecast,2023-06-07,2023-W23
2023-06-07 05:00:00,P001,38.0,forecast,2023-06-07,2023-W23
2023-06-07 06:00:00,P001,38.0,forecast,2023-06-07,2023-W23
2023-06-07 07:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 08:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 09:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 10:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 11:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 12:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 13:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 14:00:00,P001,37.0,forecast,2023-06-07,2023-W23
2023-06-07 15:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 16:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 17:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 18:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 19:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 20:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 21:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 22:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-07 23:00:00,P001,36.0,forecast,2023-06-07,2023-W23
2023-06-08 00:00:00,P001,36.0,forecast,2023-06-08,2023-W23
2023-06-08 01:00:00,P001,36.0,forecast,2023-06-08,2023-W23
2023-06-08 02:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 03:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 04:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 05:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 06:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 07:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 08:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 09:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 10:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 11:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 12:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 13:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 14:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 15:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 16:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 17:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 18:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 19:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 20:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 21:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 22:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-08 23:00:00,P001,35.0,forecast,2023-06-08,2023-W23
2023-06-09 00:00:00,P001,35.0,forecast,2023-06-09,2023-W23
2023-06-09 01:00:00,P001,35.0,forecast,2023-06-09,2023-W23
2023-06-09 02:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 03:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 04:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 05:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 06:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 07:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 08:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 09:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 10:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 11:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 12:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 13:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 14:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 15:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 16:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 17:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 18:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 19:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 20:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 21:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 22:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-09 23:00:00,P001,34.0,forecast,2023-06-09,2023-W23
2023-06-10 00:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 01:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 02:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 03:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 04:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 05:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 06:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 07:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 08:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 09:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 10:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 11:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 12:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 13:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 14:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 15:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 16:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 17:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 18:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 19:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 20:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 21:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 22:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-10 23:00:00,P001,34.0,forecast,2023-06-10,2023-W23
2023-06-11 00:00:00,P001,34.0,forecast,2023-06-11,2023-W23
2023-06-11 01:00:00,P001,34.0,forecast,2023-06-11,2023-W23
2023-06-11 02:00:00,P001,34.0,forecast,2023-06-11,2023-W23
2023-06-11 03:00:00,P001,34.0,forecast,2023-06-11,2023-W23
2023-06-11 04:00:00,P001,34.0,forecast,2023-06-11,2023-W23
